support,itemsets
0.00945,"frozenset({'ProductCD=R', 'Card1=card1_other', 'Email=anonymous.com', 'isFraud=0', 'Hour=Hour_18_23'})"
0.0094,"frozenset({'ProductCD=S', 'Email=missing', 'Hour=Hour_18_23'})"
0.0094,"frozenset({'ProductCD=S', 'Hour=Hour_18_23'})"
0.0094,"frozenset({'Card1=card1_other', 'Amt=Amt_High', 'isFraud=0', 'Email=missing', 'Hour=Hour_0_5'})"
0.0094,"frozenset({'isFraud=0', 'ProductCD=R', 'Email=gmail.com', 'Hour=Hour_12_17'})"
0.0094,"frozenset({'Amt=Amt_Low', 'Email=yahoo.com', 'DeviceType=desktop', 'ProductCD=H'})"
0.0094,"frozenset({'Email=anonymous.com', 'DeviceType=desktop', 'ProductCD=H', 'Card1=card1_other'})"
0.0094,"frozenset({'ProductCD=W', 'Card1=12544'})"
0.0094,"frozenset({'DeviceType=missing', 'ProductCD=W', 'Card1=12544'})"
0.00935,"frozenset({'isFraud=0', 'Email=yahoo.com', 'ProductCD=H', 'Hour=Hour_12_17'})"
0.00935,"frozenset({'Email=gmail.com', 'ProductCD=R', 'DeviceType=desktop', 'Amt=Amt_High', 'isFraud=0'})"
0.00935,"frozenset({'ProductCD=W', 'Hour=Hour_18_23', 'Email=hotmail.com'})"
0.00935,"frozenset({'DeviceType=missing', 'ProductCD=W', 'Hour=Hour_18_23', 'Email=hotmail.com'})"
0.00935,"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'Email=anonymous.com', 'isFraud=0', 'ProductCD=H'})"
0.00935,"frozenset({'isFraud=0', 'ProductCD=W', 'Email=gmail.com', 'Hour=Hour_6_11'})"
0.00935,"frozenset({'Amt=Amt_Low', 'Email=yahoo.com', 'DeviceType=missing', 'Hour=Hour_0_5'})"
0.00935,"frozenset({'isFraud=0', 'Card1=2616'})"
0.00935,"frozenset({'DeviceType=missing', 'Card1=15066'})"
0.00935,"frozenset({'Card1=7919', 'Hour=Hour_12_17'})"
0.00935,"frozenset({'Email=gmail.com', 'ProductCD=W', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_6_11'})"
0.0093,"frozenset({'isFraud=0', 'ProductCD=R', 'Email=gmail.com', 'Amt=Amt_Med'})"
0.0093,"frozenset({'Card1=card1_other', 'Email=anonymous.com', 'Amt=Amt_High', 'Hour=Hour_12_17'})"
0.0093,"frozenset({'Email=gmail.com', 'Card1=card1_other', 'Amt=Amt_Low', 'DeviceType=mobile', 'ProductCD=H'})"
0.0093,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Email=yahoo.com', 'Amt=Amt_High', 'isFraud=0', 'Hour=Hour_0_5'})"
0.0093,"frozenset({'DeviceType=missing', 'isFraud=0', 'Card1=12544'})"
0.0093,"frozenset({'Card1=card1_other', 'Email=yahoo.com', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_0_5'})"
0.0093,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Email=yahoo.com', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_0_5'})"
0.00925,"frozenset({'ProductCD=W', 'Amt=Amt_Low', 'Email=yahoo.com', 'DeviceType=missing', 'Hour=Hour_0_5'})"
0.00925,"frozenset({'DeviceType=missing', 'ProductCD=W', 'Card1=7919', 'Hour=Hour_12_17'})"
0.00925,"frozenset({'isFraud=0', 'ProductCD=W', 'Card1=12544'})"
0.00925,"frozenset({'DeviceType=missing', 'isFraud=0', 'ProductCD=W', 'Card1=12544'})"
0.00925,"frozenset({'Amt=Amt_Low', 'ProductCD=W', 'Email=yahoo.com', 'Hour=Hour_0_5'})"
0.00925,"frozenset({'ProductCD=R', 'DeviceType=desktop', 'Amt=Amt_Med', 'isFraud=0', 'Hour=Hour_12_17'})"
0.00925,"frozenset({'Email=gmail.com', 'DeviceType=mobile', 'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0', 'ProductCD=H'})"
0.00925,"frozenset({'isFraud=0', 'Email=email_other', 'ProductCD=H', 'Card1=card1_other'})"
0.00925,"frozenset({'DeviceType=missing', 'Card1=7919', 'Hour=Hour_12_17'})"
0.00925,"frozenset({'ProductCD=W', 'Card1=7919', 'Hour=Hour_12_17'})"
0.00925,"frozenset({'DeviceType=missing', 'Hour=Hour_18_23', 'Email=hotmail.com', 'Card1=card1_other'})"
0.00925,"frozenset({'isFraud=0', 'Card1=7919', 'Hour=Hour_12_17'})"
0.00925,"frozenset({'Amt=Amt_Med', 'ProductCD=R', 'DeviceType=desktop', 'Hour=Hour_12_17'})"
0.0092,"frozenset({'ProductCD=C', 'Email=gmail.com', 'Amt=Amt_Low', 'isFraud=0', 'Hour=Hour_18_23'})"
0.0092,"frozenset({'Card1=card1_other', 'Amt=Amt_High', 'DeviceType=missing', 'Email=missing', 'Hour=Hour_0_5'})"
0.0092,"frozenset({'Amt=Amt_Low', 'Hour=Hour_18_23', 'Email=hotmail.com', 'Card1=card1_other'})"
0.0092,"frozenset({'isFraud=0', 'ProductCD=S', 'Hour=Hour_18_23'})"
0.0092,"frozenset({'isFraud=0', 'ProductCD=S', 'Email=missing', 'Hour=Hour_18_23'})"
0.0092,"frozenset({'Hour=Hour_6_11', 'isFraud=0', 'Amt=Amt_High', 'Card1=card1_other'})"
0.0092,"frozenset({'DeviceType=desktop', 'Amt=Amt_Low', 'Email=yahoo.com', 'isFraud=0', 'ProductCD=H'})"
0.0092,"frozenset({'ProductCD=C', 'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Low', 'Hour=Hour_0_5'})"
0.0092,"frozenset({'Card1=card1_other', 'Email=anonymous.com', 'Amt=Amt_High', 'isFraud=0', 'Hour=Hour_12_17'})"
0.00915,"frozenset({'Card1=card1_other', 'Amt=Amt_Low', 'DeviceType=missing', 'Email=missing', 'Hour=Hour_0_5'})"
0.00915,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_High', 'DeviceType=missing', 'Email=missing', 'Hour=Hour_0_5'})"
0.00915,"frozenset({'Amt=Amt_Med', 'DeviceType=desktop', 'Email=hotmail.com'})"
0.00915,"frozenset({'Amt=Amt_Med', 'ProductCD=C', 'Email=gmail.com'})"
0.00915,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_High', 'Email=missing', 'Hour=Hour_0_5'})"
0.00915,"frozenset({'DeviceType=missing', 'isFraud=0', 'Card1=7919', 'Hour=Hour_12_17'})"
0.00915,"frozenset({'ProductCD=W', 'Card1=15066'})"
0.00915,"frozenset({'Amt=Amt_Low', 'Card1=card1_other', 'Email=hotmail.com', 'Hour=Hour_0_5'})"
0.00915,"frozenset({'DeviceType=missing', 'ProductCD=W', 'Card1=15066'})"
0.00915,"frozenset({'isFraud=0', 'ProductCD=W', 'Card1=7919', 'Hour=Hour_12_17'})"
0.00915,"frozenset({'ProductCD=C', 'Email=gmail.com', 'DeviceType=mobile', 'Card1=card1_other'})"
0.00915,"frozenset({'Email=hotmail.com', 'ProductCD=W', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_18_23'})"
0.00915,"frozenset({'isFraud=0', 'ProductCD=W', 'Hour=Hour_18_23', 'Email=hotmail.com'})"
0.00915,"frozenset({'ProductCD=W', 'Card1=7919', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_12_17'})"
0.00915,"frozenset({'Email=gmail.com', 'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0', 'Hour=Hour_0_5'})"
0.0091,"frozenset({'Amt=Amt_Low', 'Email=yahoo.com', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_0_5'})"
0.0091,"frozenset({'isFraud=0', 'Card1=16075'})"
0.0091,"frozenset({'Card1=card1_other', 'Amt=Amt_Low', 'DeviceType=missing', 'isFraud=0', 'Email=missing', 'Hour=Hour_0_5'})"
0.0091,"frozenset({'Card1=card1_other', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0', 'Email=missing', 'Hour=Hour_0_5'})"
0.0091,"frozenset({'ProductCD=C', 'Hour=Hour_18_23', 'Email=hotmail.com', 'Card1=card1_other'})"
0.0091,"frozenset({'isFraud=0', 'DeviceType=desktop', 'Amt=Amt_High', 'Hour=Hour_0_5'})"
0.00905,"frozenset({'DeviceType=missing', 'Email=hotmail.com', 'Amt=Amt_High', 'Card1=card1_other'})"
0.00905,"frozenset({'DeviceType=missing', 'ProductCD=W', 'Card1=7919', 'Amt=Amt_High'})"
0.00905,"frozenset({'DeviceType=missing', 'Card1=7919', 'Amt=Amt_High'})"
0.00905,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_High', 'isFraud=0', 'Email=missing', 'Hour=Hour_0_5'})"
0.00905,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0', 'Email=missing', 'Hour=Hour_0_5'})"
0.00905,"frozenset({'Email=hotmail.com', 'Card1=card1_other', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_18_23'})"
0.00905,"frozenset({'Amt=Amt_Med', 'ProductCD=R', 'Card1=card1_other', 'Hour=Hour_12_17'})"
0.00905,"frozenset({'ProductCD=R', 'Card1=card1_other', 'Amt=Amt_Med', 'isFraud=0', 'Hour=Hour_12_17'})"
0.00905,"frozenset({'Email=gmail.com', 'Card1=card1_other', 'Amt=Amt_Low', 'ProductCD=H', 'Hour=Hour_0_5'})"
0.00905,"frozenset({'Email=gmail.com', 'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_High', 'isFraud=0'})"
0.00905,"frozenset({'ProductCD=C', 'Email=gmail.com', 'Amt=Amt_Low', 'isFraud=0', 'Hour=Hour_0_5'})"
0.00905,"frozenset({'ProductCD=W', 'Card1=7919', 'Amt=Amt_High'})"
0.00905,"frozenset({'Card1=7919', 'Amt=Amt_High'})"
0.00905,"frozenset({'ProductCD=C', 'Email=hotmail.com', 'Card1=card1_other', 'isFraud=0', 'Hour=Hour_0_5'})"
0.009,"frozenset({'isFraud=0', 'DeviceType=mobile', 'ProductCD=R', 'Amt=Amt_High'})"
0.009,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Med', 'Email=yahoo.com', 'DeviceType=missing', 'Hour=Hour_12_17'})"
0.009,"frozenset({'Card1=card1_other', 'Amt=Amt_Med', 'Email=yahoo.com', 'DeviceType=missing', 'Hour=Hour_12_17'})"
0.009,"frozenset({'ProductCD=W', 'Amt=Amt_Low', 'Email=yahoo.com', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_0_5'})"
0.009,"frozenset({'ProductCD=W', 'Amt=Amt_Low', 'Email=yahoo.com', 'isFraud=0', 'Hour=Hour_0_5'})"
0.009,"frozenset({'Email=gmail.com', 'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0', 'ProductCD=H', 'Hour=Hour_0_5'})"
0.009,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Med', 'Email=yahoo.com', 'Hour=Hour_12_17'})"
0.00895,"frozenset({'Amt=Amt_Med', 'ProductCD=R', 'Hour=Hour_18_23', 'Card1=card1_other'})"
0.00895,"frozenset({'DeviceType=missing', 'isFraud=0', 'Card1=15066'})"
0.00895,"frozenset({'ProductCD=R', 'Card1=card1_other', 'Amt=Amt_Med', 'isFraud=0', 'Hour=Hour_18_23'})"
0.00895,"frozenset({'ProductCD=C', 'Email=gmail.com', 'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0'})"
0.00895,"frozenset({'isFraud=0', 'ProductCD=C', 'Amt=Amt_Med', 'Hour=Hour_18_23'})"
0.00895,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Low', 'DeviceType=missing', 'Email=missing', 'Hour=Hour_0_5'})"
0.00895,"frozenset({'ProductCD=R', 'Email=gmail.com', 'Amt=Amt_High', 'Card1=card1_other'})"
0.00895,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Low', 'Email=missing', 'Hour=Hour_0_5'})"
0.00895,"frozenset({'DeviceType=missing', 'isFraud=1', 'Card1=card1_other'})"
0.0089,"frozenset({'DeviceType=missing', 'isFraud=0', 'Card1=7919', 'Amt=Amt_High'})"
0.0089,"frozenset({'Email=gmail.com', 'Card1=card1_other', 'isFraud=0', 'DeviceType=mobile', 'Hour=Hour_0_5'})"
0.0089,"frozenset({'isFraud=0', 'Amt=Amt_Med', 'DeviceType=mobile', 'Hour=Hour_0_5'})"
0.0089,"frozenset({'Email=hotmail.com', 'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0', 'Hour=Hour_18_23'})"
0.0089,"frozenset({'Amt=Amt_Low', 'ProductCD=C', 'Hour=Hour_18_23', 'Email=hotmail.com'})"
0.0089,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0', 'Email=missing', 'Hour=Hour_0_5'})"
0.0089,"frozenset({'Amt=Amt_Low', 'Email=hotmail.com', 'Hour=Hour_12_17'})"
0.0089,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Low', 'DeviceType=missing', 'isFraud=0', 'Email=missing', 'Hour=Hour_0_5'})"
0.0089,"frozenset({'Amt=Amt_Med', 'Email=gmail.com', 'DeviceType=mobile', 'Card1=card1_other'})"
0.0089,"frozenset({'Email=hotmail.com', 'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0', 'Hour=Hour_0_5'})"
0.0089,"frozenset({'isFraud=0', 'Amt=Amt_Med', 'Card1=7919'})"
0.0089,"frozenset({'isFraud=0', 'Card1=7919', 'Amt=Amt_High'})"
0.0089,"frozenset({'ProductCD=W', 'Card1=7919', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0'})"
0.0089,"frozenset({'Amt=Amt_Med', 'Card1=7919'})"
0.0089,"frozenset({'isFraud=0', 'ProductCD=W', 'Card1=7919', 'Amt=Amt_High'})"
0.00885,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Email=anonymous.com', 'DeviceType=missing', 'Hour=Hour_18_23'})"
0.00885,"frozenset({'ProductCD=W', 'Email=anonymous.com', 'Hour=Hour_18_23', 'Card1=card1_other'})"
0.0088,"frozenset({'Card1=card1_other', 'Amt=Amt_Low', 'Hour=Hour_18_23', 'DeviceType=mobile', 'ProductCD=H'})"
0.0088,"frozenset({'Card1=9500', 'Hour=Hour_18_23'})"
0.0088,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Email=anonymous.com', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_18_23'})"
0.0088,"frozenset({'DeviceType=missing', 'Amt=Amt_Low', 'Email=hotmail.com'})"
0.0088,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Med', 'Email=yahoo.com', 'isFraud=0', 'Hour=Hour_12_17'})"
0.0088,"frozenset({'Card1=card1_other', 'Amt=Amt_Med', 'Email=yahoo.com', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_12_17'})"
0.0088,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Med', 'Email=yahoo.com', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_12_17'})"
0.0088,"frozenset({'ProductCD=C', 'Email=gmail.com', 'Amt=Amt_Low', 'isFraud=0', 'DeviceType=mobile'})"
0.0088,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Email=anonymous.com', 'isFraud=0', 'Hour=Hour_18_23'})"
0.0088,"frozenset({'ProductCD=R', 'Email=anonymous.com', 'DeviceType=desktop', 'Hour=Hour_12_17'})"
0.00875,"frozenset({'DeviceType=missing', 'Card1=card1_other', 'Email=aol.com', 'Hour=Hour_12_17'})"
0.00875,"frozenset({'Amt=Amt_Med', 'Card1=card1_other', 'Email=missing', 'Hour=Hour_0_5'})"
0.00875,"frozenset({'Amt=Amt_Med', 'ProductCD=W', 'Card1=7919'})"
0.00875,"frozenset({'DeviceType=missing', 'isFraud=0', 'Amt=Amt_Med', 'Card1=7919'})"
0.00875,"frozenset({'isFraud=0', 'ProductCD=W', 'Amt=Amt_Med', 'Card1=7919'})"
0.00875,"frozenset({'ProductCD=W', 'Card1=7919', 'Amt=Amt_Med', 'DeviceType=missing', 'isFraud=0'})"
0.00875,"frozenset({'ProductCD=C', 'Email=hotmail.com', 'Amt=Amt_Low', 'isFraud=0', 'DeviceType=mobile'})"
0.00875,"frozenset({'DeviceType=missing', 'Amt=Amt_Med', 'ProductCD=W', 'Card1=7919'})"
0.00875,"frozenset({'DeviceType=missing', 'Amt=Amt_Med', 'Email=aol.com'})"
0.00875,"frozenset({'DeviceType=missing', 'isFraud=0', 'ProductCD=W', 'Card1=15066'})"
0.00875,"frozenset({'ProductCD=R', 'DeviceType=desktop', 'Hour=Hour_0_5'})"
0.00875,"frozenset({'DeviceType=mobile', 'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0', 'Hour=Hour_18_23', 'ProductCD=H'})"
0.00875,"frozenset({'isFraud=0', 'ProductCD=W', 'Card1=15066'})"
0.00875,"frozenset({'ProductCD=C', 'Email=gmail.com', 'Card1=card1_other', 'isFraud=0', 'Hour=Hour_18_23'})"
0.00875,"frozenset({'DeviceType=missing', 'Amt=Amt_Med', 'Card1=7919'})"
0.0087,"frozenset({'DeviceType=missing', 'ProductCD=W', 'Card1=12695'})"
0.0087,"frozenset({'ProductCD=W', 'Email=aol.com', 'Card1=card1_other', 'Hour=Hour_12_17'})"
0.0087,"frozenset({'ProductCD=W', 'Card1=card1_other', 'DeviceType=missing', 'Email=aol.com', 'Hour=Hour_12_17'})"
0.0087,"frozenset({'Email=email_other', 'DeviceType=desktop', 'ProductCD=H'})"
0.0087,"frozenset({'ProductCD=W', 'Card1=12695'})"
0.0087,"frozenset({'DeviceType=missing', 'Card1=12695'})"
0.0087,"frozenset({'ProductCD=R', 'DeviceType=desktop', 'Email=anonymous.com', 'isFraud=0', 'Hour=Hour_12_17'})"
0.0087,"frozenset({'Email=missing', 'DeviceType=desktop', 'Hour=Hour_12_17'})"
0.0087,"frozenset({'ProductCD=H', 'Email=yahoo.com', 'DeviceType=mobile', 'Card1=card1_other'})"
0.0087,"frozenset({'Email=hotmail.com', 'Card1=card1_other', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0'})"
0.00865,"frozenset({'isFraud=0', 'Email=email_other', 'ProductCD=C'})"
0.00865,"frozenset({'Email=hotmail.com', 'ProductCD=W', 'Amt=Amt_High', 'Card1=card1_other'})"
0.00865,"frozenset({'ProductCD=R', 'Email=anonymous.com', 'Card1=card1_other', 'Hour=Hour_12_17'})"
0.00865,"frozenset({'Amt=Amt_Low', 'Email=anonymous.com', 'DeviceType=desktop', 'Card1=card1_other'})"
0.00865,"frozenset({'Amt=Amt_Low', 'Email=anonymous.com', 'Hour=Hour_18_23'})"
0.00865,"frozenset({'Email=hotmail.com', 'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_High', 'DeviceType=missing'})"
0.00865,"frozenset({'ProductCD=C', 'Email=email_other'})"
0.00865,"frozenset({'isFraud=0', 'Card1=9500', 'Hour=Hour_18_23'})"
0.00865,"frozenset({'Amt=Amt_Med', 'Card1=card1_other', 'ProductCD=H', 'Hour=Hour_0_5'})"
0.00865,"frozenset({'isFraud=0', 'ProductCD=R', 'DeviceType=desktop', 'Hour=Hour_0_5'})"
0.0086,"frozenset({'DeviceType=missing', 'Amt=Amt_Med', 'isFraud=0', 'Email=aol.com'})"
0.0086,"frozenset({'Card1=card1_other', 'DeviceType=missing', 'isFraud=0', 'Email=aol.com', 'Hour=Hour_12_17'})"
0.0086,"frozenset({'DeviceType=missing', 'isFraud=0', 'Amt=Amt_Low', 'Email=hotmail.com'})"
0.0086,"frozenset({'ProductCD=C', 'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0', 'Hour=Hour_0_5'})"
0.0086,"frozenset({'Card1=card1_other', 'Amt=Amt_Low', 'Email=yahoo.com', 'DeviceType=missing', 'Hour=Hour_12_17'})"
0.0086,"frozenset({'isFraud=0', 'Email=missing', 'DeviceType=desktop', 'Hour=Hour_12_17'})"
0.00855,"frozenset({'ProductCD=R', 'Card1=card1_other', 'Email=anonymous.com', 'isFraud=0', 'Hour=Hour_12_17'})"
0.00855,"frozenset({'Email=yahoo.com', 'DeviceType=desktop', 'Hour=Hour_12_17'})"
0.00855,"frozenset({'isFraud=0', 'Email=yahoo.com', 'DeviceType=desktop', 'Hour=Hour_12_17'})"
0.00855,"frozenset({'Email=anonymous.com', 'DeviceType=desktop', 'Amt=Amt_High', 'Hour=Hour_18_23'})"
0.00855,"frozenset({'Amt=Amt_Med', 'DeviceType=mobile', 'Hour=Hour_12_17'})"
0.00855,"frozenset({'ProductCD=W', 'Card1=card1_other', 'DeviceType=missing', 'isFraud=0', 'Email=aol.com', 'Hour=Hour_12_17'})"
0.00855,"frozenset({'DeviceType=missing', 'Amt=Amt_Med', 'ProductCD=W', 'Email=aol.com'})"
0.00855,"frozenset({'Card1=card1_other', 'Amt=Amt_Low', 'Email=yahoo.com', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_12_17'})"
0.00855,"frozenset({'ProductCD=S', 'Email=missing', 'DeviceType=desktop', 'Hour=Hour_12_17'})"
0.00855,"frozenset({'ProductCD=W', 'Card1=card1_other', 'isFraud=0', 'Email=aol.com', 'Hour=Hour_12_17'})"
0.00855,"frozenset({'Amt=Amt_Med', 'ProductCD=W', 'Email=aol.com'})"
0.00855,"frozenset({'ProductCD=S', 'DeviceType=desktop', 'Hour=Hour_12_17'})"
0.00855,"frozenset({'Card1=card1_other', 'Email=yahoo.com', 'isFraud=0', 'DeviceType=mobile', 'ProductCD=H'})"
0.00855,"frozenset({'Amt=Amt_Low', 'ProductCD=C', 'Hour=Hour_18_23', 'DeviceType=mobile'})"
0.00855,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'Email=anonymous.com', 'Hour=Hour_18_23'})"
0.0085,"frozenset({'Email=gmail.com', 'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0', 'ProductCD=H', 'Hour=Hour_12_17'})"
0.0085,"frozenset({'Hour=Hour_12_17', 'Amt=Amt_Low', 'isFraud=0', 'DeviceType=mobile', 'ProductCD=H'})"
0.0085,"frozenset({'Amt=Amt_Med', 'Email=gmail.com', 'DeviceType=desktop', 'Hour=Hour_18_23'})"
0.0085,"frozenset({'Email=gmail.com', 'Card1=card1_other', 'Amt=Amt_Low', 'ProductCD=H', 'Hour=Hour_12_17'})"
0.0085,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'Email=hotmail.com', 'Hour=Hour_12_17'})"
0.0085,"frozenset({'Card1=card1_other', 'Amt=Amt_Med', 'isFraud=0', 'Email=missing', 'Hour=Hour_0_5'})"
0.0085,"frozenset({'ProductCD=C', 'Email=gmail.com', 'Card1=card1_other', 'isFraud=0', 'Hour=Hour_0_5'})"
0.0085,"frozenset({'Amt=Amt_Low', 'ProductCD=H', 'DeviceType=mobile', 'Hour=Hour_12_17'})"
0.0085,"frozenset({'isFraud=0', 'Email=email_other', 'DeviceType=desktop', 'ProductCD=H'})"
0.00845,"frozenset({'DeviceType=missing', 'isFraud=0', 'Card1=12695'})"
0.00845,"frozenset({'DeviceType=missing', 'isFraud=0', 'ProductCD=W', 'Card1=12695'})"
0.00845,"frozenset({'isFraud=0', 'ProductCD=W', 'Card1=12695'})"
0.00845,"frozenset({'isFraud=0', 'ProductCD=S', 'DeviceType=desktop', 'Hour=Hour_12_17'})"
0.00845,"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Low', 'Email=anonymous.com', 'isFraud=0'})"
0.00845,"frozenset({'ProductCD=C', 'Card1=card1_other', 'isFraud=0', 'DeviceType=mobile', 'Hour=Hour_0_5'})"
0.00845,"frozenset({'isFraud=0', 'Amt=Amt_Med', 'DeviceType=desktop', 'Email=hotmail.com'})"
0.00845,"frozenset({'Amt=Amt_Low', 'Email=anonymous.com', 'ProductCD=H'})"
0.00845,"frozenset({'Amt=Amt_Med', 'Email=anonymous.com', 'Hour=Hour_18_23'})"
0.00845,"frozenset({'DeviceType=desktop', 'Email=anonymous.com', 'Amt=Amt_High', 'isFraud=0', 'Hour=Hour_18_23'})"
0.00845,"frozenset({'DeviceType=desktop', 'ProductCD=S', 'isFraud=0', 'Email=missing', 'Hour=Hour_12_17'})"
0.00845,"frozenset({'Amt=Amt_Low', 'isFraud=1'})"
0.00845,"frozenset({'isFraud=0', 'Email=anonymous.com', 'Amt=Amt_Med', 'Hour=Hour_18_23'})"
0.0084,"frozenset({'Email=hotmail.com', 'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0'})"
0.0084,"frozenset({'Email=hotmail.com', 'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_High', 'isFraud=0'})"
0.0084,"frozenset({'ProductCD=W', 'Amt=Amt_Med', 'DeviceType=missing', 'isFraud=0', 'Email=aol.com'})"
0.0084,"frozenset({'DeviceType=missing', 'Email=email_other', 'Hour=Hour_18_23', 'Card1=card1_other'})"
0.0084,"frozenset({'Card1=card1_other', 'Amt=Amt_Med', 'isFraud=0', 'ProductCD=H', 'Hour=Hour_0_5'})"
0.0084,"frozenset({'isFraud=0', 'ProductCD=W', 'Email=aol.com', 'Amt=Amt_Med'})"
0.0084,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'Email=anonymous.com', 'ProductCD=H'})"
0.00835,"frozenset({'Email=aol.com', 'Amt=Amt_High', 'Hour=Hour_12_17'})"
0.00835,"frozenset({'Email=email_other', 'Card1=card1_other', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_18_23'})"
0.00835,"frozenset({'ProductCD=C', 'Email=hotmail.com', 'Card1=card1_other', 'isFraud=0', 'Hour=Hour_18_23'})"
0.00835,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Low', 'Email=yahoo.com', 'Hour=Hour_12_17'})"
0.00835,"frozenset({'isFraud=0', 'Amt=Amt_Med', 'ProductCD=C', 'Email=hotmail.com'})"
0.00835,"frozenset({'Amt=Amt_Med', 'Hour=Hour_18_23', 'Email=hotmail.com'})"
0.00835,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Low', 'Email=yahoo.com', 'DeviceType=missing', 'Hour=Hour_12_17'})"
0.0083,"frozenset({'Email=email_other', 'DeviceType=mobile'})"
0.0083,"frozenset({'isFraud=0', 'Amt=Amt_Med', 'DeviceType=mobile', 'Hour=Hour_12_17'})"
0.0083,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Low', 'Email=yahoo.com', 'isFraud=0', 'Hour=Hour_12_17'})"
0.0083,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Low', 'Email=yahoo.com', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_12_17'})"
0.0083,"frozenset({'isFraud=0', 'Email=email_other', 'DeviceType=mobile'})"
0.0083,"frozenset({'Email=gmail.com', 'ProductCD=R', 'Card1=card1_other', 'Amt=Amt_High', 'isFraud=0'})"
0.0083,"frozenset({'Email=gmail.com', 'Card1=card1_other', 'Amt=Amt_Med', 'isFraud=0', 'DeviceType=mobile'})"
0.0083,"frozenset({'Email=gmail.com', 'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Low', 'Hour=Hour_12_17'})"
0.00825,"frozenset({'Amt=Amt_Med', 'ProductCD=R', 'DeviceType=desktop', 'Hour=Hour_18_23'})"
0.00825,"frozenset({'Card1=card1_other', 'Email=gmail.com', 'DeviceType=mobile', 'Hour=Hour_12_17'})"
